STAGE	PATH	HISTORICAL_SHA256	CURRENT_SHA256	BYTE_IDENTICAL	CHANGE_CLASS	SCIENTIFIC_LOGIC_CHANGED	SOURCE_REGISTER	NOTES
HTS59	stages/hts59/hts59_metric.py	12dfbef182552b8427d698fc7716b36506b0ab3995d4b5db0b56c03bdab566bd	12dfbef182552b8427d698fc7716b36506b0ab3995d4b5db0b56c03bdab566bd	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts59/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS59	stages/hts59/run_hts59.py	558bef2b7aa2cf1a820725dabcc087a2ac87ccbcbd20ad821e0eccdc855622ed	558bef2b7aa2cf1a820725dabcc087a2ac87ccbcbd20ad821e0eccdc855622ed	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts59/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS59	stages/hts59/run_hts59.sh	9623cc570ef9068343e1ff9d57258516ca0a7b7404a66af0f25f192d7c23d2e4	9f6f8d92ab42bc768cb53232e75ce807d061c1cfd870f94ba8f1908fdbe5cd6c	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts59/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS59	stages/hts59/selftest_hts59.py	964777f4a23cdb558c09ffafbc4cdef9ee5e5d105fe2de2571bd3bd686a54916	964777f4a23cdb558c09ffafbc4cdef9ee5e5d105fe2de2571bd3bd686a54916	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts59/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS60	stages/hts60/CANONICAL_STATE_THROUGH_HTS59.md	ecc081ff03dc2caa4685226b09c066114f14410779855c9a9a6ca8943f3b00fc	1fbf1c852b4536787219c27e5eb19e7a9ab8782f065ff9b8e1035c8d048079b6	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS60	stages/hts60/HTS59_CANONICALIZATION_AUDIT.md	4c7c86e53fcafc6602b0a94854601da5124235121a310b18f4403921ff6c5c74	4c7c86e53fcafc6602b0a94854601da5124235121a310b18f4403921ff6c5c74	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS60	stages/hts60/HTS60_EXECUTION_CONTRACT.md	339326706c8446eef6061821d72bc23714e9396680e9113cc85d3fb680576ae5	c303270fd9bbb96a544af0e2b4891df3f7f09933f864e3c36fdc1eed46c93658	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS60	stages/hts60/HTS60_PREFLIGHT_RESULT.md	557a21830fdae47c0aaa34d71b51b93da7af1bd75e0be6ac4ac86f1e54f26825	557a21830fdae47c0aaa34d71b51b93da7af1bd75e0be6ac4ac86f1e54f26825	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS60	stages/hts60/HTS60_PREFLIGHT_TEST_AUDIT.md	1af88d56b478f5dd7acac6149d04f08bfc744378e2b3d891a15434e5c3c0b1d0	1af88d56b478f5dd7acac6149d04f08bfc744378e2b3d891a15434e5c3c0b1d0	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS60	stages/hts60/HTS60_SELECTION_AUDIT.md	c38e326f4fa1f4fe90a057572a57ce224422ecc82d589b96db66c4d1ef5a270d	c38e326f4fa1f4fe90a057572a57ce224422ecc82d589b96db66c4d1ef5a270d	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS60	stages/hts60/HTS60_SOURCE_ADEQUACY_AUDIT.md	9e6eacbc097da5ce6a1a4b11f56172a4c82c9f93dbe883c1b9f2aabe5e9483fa	9e6eacbc097da5ce6a1a4b11f56172a4c82c9f93dbe883c1b9f2aabe5e9483fa	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS60	stages/hts60/README_RUN.md	f03c826528fc32f376b12c8b327c2cce5a5ef3ce5d004f0b3a49b56338430dbb	4f641dfe648705c99cd1eb5e2b59dfb4ad4e87e659b357c5eadf83a794349da8	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS60	stages/hts60/audit_hts60.py	2447b1734aba39c81a368662c22093e08bd46365406e6631d9411f9dfe5d2dc7	2447b1734aba39c81a368662c22093e08bd46365406e6631d9411f9dfe5d2dc7	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS60	stages/hts60/hts60_common.py	b4d753d4a3e7b2eaf42e65507ef2d11e6bb617fac3a07f89d9e7093f2f3169e0	5e616c963519cb69674c7d1206455165b62c1cf53666860413b599b34e76b340	NO	NON_SCIENTIFIC_INPUT_MATERIALIZATION_EDIT	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS60	stages/hts60/hts60_metric.py	b93141a3697fbcf85c6e044cfb588355f7f486d2e9d4715ac673e815990ea0a2	b93141a3697fbcf85c6e044cfb588355f7f486d2e9d4715ac673e815990ea0a2	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS60	stages/hts60/run_hts60.py	ef61da4e8f01c463c0591fde410ad661115bdfcfa8f81885c423850b39435e86	ef61da4e8f01c463c0591fde410ad661115bdfcfa8f81885c423850b39435e86	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS60	stages/hts60/run_hts60.sh	72be24f90f4f99eca73edda8ed07ab0a943687ad0791ef563fcdf86f4a2b0746	e97d5eca5b3ea181b3ef8f23aaed15d8c56b010db812ef29dab87f46ea0a48f6	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS60	stages/hts60/selftest_hts60.py	910c5bfcbff93e340e9a12263dc8ae58242c6df404ed66d12e034de3be5a8254	910c5bfcbff93e340e9a12263dc8ae58242c6df404ed66d12e034de3be5a8254	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts60/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS61	stages/hts61/CANONICAL_STATE_THROUGH_HTS60.md	89e6d6899d08875f263c7dddf27f72ea6d16b45d739df1ab3599f836bb90befc	7ceb44430bc1e3e509c672a528b033ae5da10b8f709531daf0546c90f06620b5	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS61	stages/hts61/HTS60_CANONICALIZATION_AUDIT.md	c4c09eff2c2040a69e3608f181006e9cd85cbc316d7a4122b51de3c1dc783631	c4c09eff2c2040a69e3608f181006e9cd85cbc316d7a4122b51de3c1dc783631	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS61	stages/hts61/HTS61_EXECUTION_CONTRACT.md	8b53abddae2fe37a0adfd913f960a570cc1cc5debcc66658d62417e50932c6e6	8b53abddae2fe37a0adfd913f960a570cc1cc5debcc66658d62417e50932c6e6	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS61	stages/hts61/HTS61_PREFLIGHT_RESULT.md	59c60425600f186db911d822766d1a8df61550c94f5175261b557987b8df3b1b	59c60425600f186db911d822766d1a8df61550c94f5175261b557987b8df3b1b	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS61	stages/hts61/HTS61_PREFLIGHT_TEST_AUDIT.md	1cbcb221403002e1edaf528d4f015232fff09530686fcc2d6713cd234d4653fc	1cbcb221403002e1edaf528d4f015232fff09530686fcc2d6713cd234d4653fc	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS61	stages/hts61/HTS61_SELECTION_AUDIT.md	88e7fe224facaa150777a43d6f6e262a314ea4c1516872dde582133eccd38664	88e7fe224facaa150777a43d6f6e262a314ea4c1516872dde582133eccd38664	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS61	stages/hts61/HTS61_SOURCE_ADEQUACY_AUDIT.md	4f5e9f81c6e9fbbe0883a3bc69470cb71770f69ba03c99dd965f1082c0887216	4f5e9f81c6e9fbbe0883a3bc69470cb71770f69ba03c99dd965f1082c0887216	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS61	stages/hts61/README_RUN.md	8dbd22b3dc5f57a023a6ffe376340cfd3d92ddc676a17111209dfcbbd1e3dd42	6b5e4db142bf48a226270bbf4b405378e47d310963358ddae4a77f6565c99279	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS61	stages/hts61/audit_hts61.py	91ef6ea5244dde2f69f0c7c06ea385e35f5f29c1a16651316a66b556aed2cbee	91ef6ea5244dde2f69f0c7c06ea385e35f5f29c1a16651316a66b556aed2cbee	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS61	stages/hts61/hts61_common.py	08f508211eb42973225c1e31ca2cddcc5825c70b6c981de425ff29451edcfda5	b0459a7b42dab7d9bdcef240bd5c3b3f09e248e6d67f5df153da943037613fc1	NO	NON_SCIENTIFIC_INPUT_MATERIALIZATION_EDIT	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS61	stages/hts61/hts61_metric.py	efa12a7ae8426cb42aa8933084e2ed8c4ec6bdaf67843c0c9c71b017c50c1939	efa12a7ae8426cb42aa8933084e2ed8c4ec6bdaf67843c0c9c71b017c50c1939	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS61	stages/hts61/run_hts61.py	360960c7f31a90c1e6c923a7f5b708161b4c74104e7a111ed541774276ba74a3	360960c7f31a90c1e6c923a7f5b708161b4c74104e7a111ed541774276ba74a3	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS61	stages/hts61/run_hts61.sh	c2e0ecf84bb56471e4b8c2fe60d247f3a3ebd21cae1f81644f26c24bad7652a3	0c8f24526a8677d530bd4d30cc8bfd7f2d1ba61b3446d4c571d5e969c4af244a	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS61	stages/hts61/selftest_hts61.py	9990d1ff9690c2c0bac840a4db8d0ea4120645c80416b69dc8d177eec498beb4	9990d1ff9690c2c0bac840a4db8d0ea4120645c80416b69dc8d177eec498beb4	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts61/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS62	stages/hts62/CANONICAL_STATE_THROUGH_HTS61.md	08130f0d05f68728fd3f543a67919c82823c71156ce5e81404755d00e9497b86	deacab071a495f0ccadbbe7ef71420c745160f0b08493e7936deb341254c46d9	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS62	stages/hts62/HTS61_CANONICALIZATION_AUDIT.md	4b37f78804c735f26fb3fa9bbd4c7cc60609a927c48d49f4dcbb4e2b33f22f68	4b37f78804c735f26fb3fa9bbd4c7cc60609a927c48d49f4dcbb4e2b33f22f68	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS62	stages/hts62/HTS62_EXECUTION_CONTRACT.md	27cfeaa86be998a7f2fa656d3a3b7e813e24832e11d95b35b6ee7b7e2a2f1db9	27cfeaa86be998a7f2fa656d3a3b7e813e24832e11d95b35b6ee7b7e2a2f1db9	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS62	stages/hts62/HTS62_PREFLIGHT_RESULT.md	c9cb49d2440a8f12e67ad2b1a3df6d96636abd416a71dad5fea601273b2adeeb	c9cb49d2440a8f12e67ad2b1a3df6d96636abd416a71dad5fea601273b2adeeb	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS62	stages/hts62/HTS62_PREFLIGHT_TEST_AUDIT.md	76bfbd9b209ff8a995a59a813794a5d05b442dd555cd31ea7c6b46fb4d3059cc	76bfbd9b209ff8a995a59a813794a5d05b442dd555cd31ea7c6b46fb4d3059cc	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS62	stages/hts62/HTS62_SELECTION_AUDIT.md	2b19c3f443541ce164fec76a3d9c60c35e1f3b565ba4f27abf45138f3b03ae70	2b19c3f443541ce164fec76a3d9c60c35e1f3b565ba4f27abf45138f3b03ae70	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS62	stages/hts62/HTS62_SOURCE_ADEQUACY_AUDIT.md	4a6e6d7c8a90d67ffb948d27cf5e62b668bb54c8bcd505f87e27143a33aa797c	4a6e6d7c8a90d67ffb948d27cf5e62b668bb54c8bcd505f87e27143a33aa797c	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS62	stages/hts62/README_RUN.md	9be1d52bd72448f055c2055e694e874430d03682b7a315a081acbd8b6e1ab599	92c320568341b6e7f514f8b577817f39ce16e6ba7ef346ca50eb59e70103ae3f	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS62	stages/hts62/audit_hts62.py	eb432d87c21ae940ecf871f3ccad68712a72e6128ef45a80624bb9126b2d1a13	eb432d87c21ae940ecf871f3ccad68712a72e6128ef45a80624bb9126b2d1a13	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS62	stages/hts62/hts62_common.py	ee77d06db1e32191516f1e005253c93d03998113229eef6c3a78d374ddfa7314	6456e2edb4273f18ca9d25736f24f31008cdce3f5ac5fc24c7617525f5216beb	NO	NON_SCIENTIFIC_INPUT_MATERIALIZATION_EDIT	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS62	stages/hts62/hts62_metric.py	8c3fe7c2725b439f213549eb6d96a1d828aefe73f18de6e23addb54084489db5	8c3fe7c2725b439f213549eb6d96a1d828aefe73f18de6e23addb54084489db5	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS62	stages/hts62/run_hts62.py	ebe0f3f55572872825bfc259dae5a17f2e8fdaf4d2c563a550e6cc1aa89fbf35	ebe0f3f55572872825bfc259dae5a17f2e8fdaf4d2c563a550e6cc1aa89fbf35	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS62	stages/hts62/run_hts62.sh	f27dc86480abf7d1b1781cfbf8688928ea961ed596c2b7d791825ae05c731b71	90c46cfcb1e446dffc4937ef4a2b90daa850d20cc9191902d916c590505bd88b	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS62	stages/hts62/selftest_hts62.py	c84de0b60052ab6b134259b848b37625416879475c134edd0671f023c0efab71	c84de0b60052ab6b134259b848b37625416879475c134edd0671f023c0efab71	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts62/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS63	stages/hts63/CANONICAL_STATE_THROUGH_HTS62.md	7bef011fa0ae6cfbd3859f86a398ab548c3dea3d78da5cb6f686cbbcba89d71c	42934c6397a32acf9c323afa546cfbebf65232a01ace2c237c155883086b8cc6	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS63	stages/hts63/HTS62_CANONICALIZATION_AUDIT.md	3350cf4d1423725471485783fd3fbdaed97270febd34e5f1614c823766e78e05	3350cf4d1423725471485783fd3fbdaed97270febd34e5f1614c823766e78e05	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS63	stages/hts63/HTS63_EXECUTION_CONTRACT.md	82c06d26aed9872b8ee0ca4da4e9c3d9fdf36268836b81128a2b9e29dd05b9fe	82c06d26aed9872b8ee0ca4da4e9c3d9fdf36268836b81128a2b9e29dd05b9fe	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS63	stages/hts63/HTS63_PREFLIGHT_RESULT.md	cebe05d74756c08ce68f2e692d900edd31cae9298acaaf1358df3101bfdad472	cebe05d74756c08ce68f2e692d900edd31cae9298acaaf1358df3101bfdad472	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS63	stages/hts63/HTS63_PREFLIGHT_TEST_AUDIT.md	9b4250e240f39105d6153ca52f7db6044851b0674d1984979e11fa82739a8586	9b4250e240f39105d6153ca52f7db6044851b0674d1984979e11fa82739a8586	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS63	stages/hts63/HTS63_SELECTION_AUDIT.md	ad8f6c0e409bdc1cf8501e8eeb871c0285c9fc6fba0e1c96b6e8d70660594129	ad8f6c0e409bdc1cf8501e8eeb871c0285c9fc6fba0e1c96b6e8d70660594129	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS63	stages/hts63/HTS63_SOURCE_ADEQUACY_AUDIT.md	414bee3debcd640671cb6d223c6d983c56d129d920aee24f5971cfeb8d17e31e	414bee3debcd640671cb6d223c6d983c56d129d920aee24f5971cfeb8d17e31e	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS63	stages/hts63/README_RUN.md	0aac90725f2b30cd682deccbd8d5dff55056c5f2d8cab2ceb7ebdec649852a36	96ed89ee53a5d3873d041cb6c6af7f7e327a8ebca101d5f556a5cf0b75363566	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS63	stages/hts63/audit_hts63.py	79bd58535ed70795a752d78a5d21a5e9d28eb82ce9f0bfc211134430005d4054	79bd58535ed70795a752d78a5d21a5e9d28eb82ce9f0bfc211134430005d4054	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS63	stages/hts63/hts63_common.py	98c49b368e9409e1072b593d1e0988e11928a9fcfea02d9bd8e67110333ef25a	33e6766209e80578fedd48f3e4d424ce30de701ca3f04ab7d4b2730be4204232	NO	NON_SCIENTIFIC_INPUT_MATERIALIZATION_EDIT	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS63	stages/hts63/hts63_metric.py	c65253aba3e3306209b87c0955cf0e5cd828c41646dc9a315f2a5be79c79f788	c65253aba3e3306209b87c0955cf0e5cd828c41646dc9a315f2a5be79c79f788	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS63	stages/hts63/run_hts63.py	45fc21a0827fcafa1ec080f0f924fa208c4c892f5af98c64de21b9c6c2224d20	45fc21a0827fcafa1ec080f0f924fa208c4c892f5af98c64de21b9c6c2224d20	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS63	stages/hts63/run_hts63.sh	b7bf1bed3bae85e4c0b92d580a74d48f6b980a4c669fca6710bc3ddec35d712e	02f852b7f6629eb9ae07a6d578afee7efe83d5f4fecb9f000b20142e552d4f88	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
HTS63	stages/hts63/selftest_hts63.py	d7e94fe83eb6262e6be9d730a7fab7e1e3b2b961618561bac59a8562e9b531f9	d7e94fe83eb6262e6be9d730a7fab7e1e3b2b961618561bac59a8562e9b531f9	YES	BYTE_IDENTICAL_TO_HISTORICAL_SOURCE	NO	stages/hts63/HISTORY_SOURCE_REGISTER.tsv	Historical and current bytes match.
HTS64	stages/hts64/CANONICAL_STATE_THROUGH_HTS63.md	294e4557d1b83a86c2f57e75bc1b8153acc90f0ee32a0aa3e8bca9900be62386	e770910bdee18a6a21456005b7f8e4c628f9a3d1546b79d0cb7d7005e62436cf	NO	NON_SCIENTIFIC_PORTABILITY_EDIT	NO	stages/hts64/HISTORY_SOURCE_REGISTER.tsv	Current portable file differs only within the recorded non-scientific change boundary.
