trial_1based	baseline	chi2	reference_chi2	absolute_difference
5	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587204	14.734235950587198	5.3290705182007514e-15
5	STAT_ONLY	16.23344750859324	16.233447508593247	7.1054273576010019e-15
5	STAT_SYS_DIAGONAL_ONLY	9.1554143706779758	9.1554143706779794	3.5527136788005009e-15
5	STAT_ONLY_DIAGONAL_ONLY	9.937211599987144	9.937211599987144	0
6	PHASE1A_FULL	11.209315063602721	11.209315063602716	5.3290705182007514e-15
6	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587198	14.734235950587198	0
6	STAT_ONLY	16.233447508593244	16.233447508593247	3.5527136788005009e-15
6	STAT_SYS_DIAGONAL_ONLY	9.1554143706779811	9.1554143706779794	1.7763568394002505e-15
6	STAT_ONLY_DIAGONAL_ONLY	9.937211599987144	9.937211599987144	0
7	PHASE1A_FULL	11.209315063602713	11.209315063602716	3.5527136788005009e-15
7	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587202	14.734235950587198	3.5527136788005009e-15
7	STAT_ONLY	16.233447508593244	16.233447508593247	3.5527136788005009e-15
7	STAT_SYS_DIAGONAL_ONLY	9.1554143706779794	9.1554143706779794	0
7	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871475	9.937211599987144	3.5527136788005009e-15
8	PHASE1A_FULL	11.209315063602716	11.209315063602716	0
8	STAT_SYS_NO_ROWWISE_VELOCITY	14.7342359505872	14.734235950587198	1.7763568394002505e-15
8	STAT_ONLY	16.23344750859324	16.233447508593247	7.1054273576010019e-15
8	STAT_SYS_DIAGONAL_ONLY	9.1554143706779794	9.1554143706779794	0
8	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871458	9.937211599987144	1.7763568394002505e-15
9	PHASE1A_FULL	11.20931506360272	11.209315063602716	3.5527136788005009e-15
9	STAT_SYS_NO_ROWWISE_VELOCITY	14.7342359505872	14.734235950587198	1.7763568394002505e-15
9	STAT_ONLY	16.233447508593247	16.233447508593247	0
9	STAT_SYS_DIAGONAL_ONLY	9.1554143706779776	9.1554143706779794	1.7763568394002505e-15
9	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871458	9.937211599987144	1.7763568394002505e-15
10	PHASE1A_FULL	11.209315063602716	11.209315063602716	0
10	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587196	14.734235950587198	1.7763568394002505e-15
10	STAT_ONLY	16.233447508593244	16.233447508593247	3.5527136788005009e-15
10	STAT_SYS_DIAGONAL_ONLY	9.1554143706779776	9.1554143706779794	1.7763568394002505e-15
10	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871475	9.937211599987144	3.5527136788005009e-15
11	PHASE1A_FULL	11.20931506360272	11.209315063602716	3.5527136788005009e-15
11	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587204	14.734235950587198	5.3290705182007514e-15
11	STAT_ONLY	16.233447508593244	16.233447508593247	3.5527136788005009e-15
11	STAT_SYS_DIAGONAL_ONLY	9.1554143706779776	9.1554143706779794	1.7763568394002505e-15
11	STAT_ONLY_DIAGONAL_ONLY	9.937211599987144	9.937211599987144	0
12	PHASE1A_FULL	11.209315063602716	11.209315063602716	0
12	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587196	14.734235950587198	1.7763568394002505e-15
12	STAT_ONLY	16.233447508593237	16.233447508593247	1.0658141036401503e-14
12	STAT_SYS_DIAGONAL_ONLY	9.1554143706779758	9.1554143706779794	3.5527136788005009e-15
12	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871404	9.937211599987144	3.5527136788005009e-15
13	PHASE1A_FULL	11.209315063602716	11.209315063602716	0
13	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587202	14.734235950587198	3.5527136788005009e-15
13	STAT_ONLY	16.233447508593244	16.233447508593247	3.5527136788005009e-15
13	STAT_SYS_DIAGONAL_ONLY	9.1554143706779776	9.1554143706779794	1.7763568394002505e-15
13	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871493	9.937211599987144	5.3290705182007514e-15
14	PHASE1A_FULL	11.209315063602714	11.209315063602716	1.7763568394002505e-15
14	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587198	14.734235950587198	0
14	STAT_ONLY	16.23344750859324	16.233447508593247	7.1054273576010019e-15
14	STAT_SYS_DIAGONAL_ONLY	9.1554143706779794	9.1554143706779794	0
14	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871475	9.937211599987144	3.5527136788005009e-15
15	PHASE1A_FULL	11.209315063602714	11.209315063602716	1.7763568394002505e-15
15	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587202	14.734235950587198	3.5527136788005009e-15
15	STAT_ONLY	16.23344750859324	16.233447508593247	7.1054273576010019e-15
15	STAT_SYS_DIAGONAL_ONLY	9.1554143706779758	9.1554143706779794	3.5527136788005009e-15
15	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871458	9.937211599987144	1.7763568394002505e-15
16	PHASE1A_FULL	11.20931506360272	11.209315063602716	3.5527136788005009e-15
16	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587205	14.734235950587198	7.1054273576010019e-15
16	STAT_ONLY	16.233447508593247	16.233447508593247	0
16	STAT_SYS_DIAGONAL_ONLY	9.1554143706779811	9.1554143706779794	1.7763568394002505e-15
16	STAT_ONLY_DIAGONAL_ONLY	9.937211599987144	9.937211599987144	0
17	PHASE1A_FULL	11.20931506360272	11.209315063602716	3.5527136788005009e-15
17	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587205	14.734235950587198	7.1054273576010019e-15
17	STAT_ONLY	16.233447508593244	16.233447508593247	3.5527136788005009e-15
17	STAT_SYS_DIAGONAL_ONLY	9.1554143706779794	9.1554143706779794	0
17	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871475	9.937211599987144	3.5527136788005009e-15
18	PHASE1A_FULL	11.209315063602718	11.209315063602716	1.7763568394002505e-15
18	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587196	14.734235950587198	1.7763568394002505e-15
18	STAT_ONLY	16.233447508593237	16.233447508593247	1.0658141036401503e-14
18	STAT_SYS_DIAGONAL_ONLY	9.1554143706779758	9.1554143706779794	3.5527136788005009e-15
18	STAT_ONLY_DIAGONAL_ONLY	9.937211599987144	9.937211599987144	0
19	PHASE1A_FULL	11.209315063602716	11.209315063602716	0
19	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587196	14.734235950587198	1.7763568394002505e-15
19	STAT_ONLY	16.23344750859324	16.233447508593247	7.1054273576010019e-15
19	STAT_SYS_DIAGONAL_ONLY	9.1554143706779776	9.1554143706779794	1.7763568394002505e-15
19	STAT_ONLY_DIAGONAL_ONLY	9.937211599987144	9.937211599987144	0
20	PHASE1A_FULL	11.209315063602716	11.209315063602716	0
20	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587195	14.734235950587198	3.5527136788005009e-15
20	STAT_ONLY	16.23344750859324	16.233447508593247	7.1054273576010019e-15
20	STAT_SYS_DIAGONAL_ONLY	9.1554143706779794	9.1554143706779794	0
20	STAT_ONLY_DIAGONAL_ONLY	9.937211599987144	9.937211599987144	0
21	PHASE1A_FULL	11.209315063602718	11.209315063602716	1.7763568394002505e-15
21	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587196	14.734235950587198	1.7763568394002505e-15
21	STAT_ONLY	16.23344750859324	16.233447508593247	7.1054273576010019e-15
21	STAT_SYS_DIAGONAL_ONLY	9.1554143706779776	9.1554143706779794	1.7763568394002505e-15
21	STAT_ONLY_DIAGONAL_ONLY	9.937211599987144	9.937211599987144	0
22	PHASE1A_FULL	11.20931506360272	11.209315063602716	3.5527136788005009e-15
22	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587211	14.734235950587198	1.2434497875801753e-14
22	STAT_ONLY	16.233447508593244	16.233447508593247	3.5527136788005009e-15
22	STAT_SYS_DIAGONAL_ONLY	9.1554143706779776	9.1554143706779794	1.7763568394002505e-15
22	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871475	9.937211599987144	3.5527136788005009e-15
23	PHASE1A_FULL	11.209315063602716	11.209315063602716	0
23	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587198	14.734235950587198	0
23	STAT_ONLY	16.23344750859324	16.233447508593247	7.1054273576010019e-15
23	STAT_SYS_DIAGONAL_ONLY	9.1554143706779776	9.1554143706779794	1.7763568394002505e-15
23	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871458	9.937211599987144	1.7763568394002505e-15
24	PHASE1A_FULL	11.209315063602716	11.209315063602716	0
24	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587198	14.734235950587198	0
24	STAT_ONLY	16.233447508593237	16.233447508593247	1.0658141036401503e-14
24	STAT_SYS_DIAGONAL_ONLY	9.1554143706779758	9.1554143706779794	3.5527136788005009e-15
24	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871493	9.937211599987144	5.3290705182007514e-15
25	PHASE1A_FULL	11.20931506360272	11.209315063602716	3.5527136788005009e-15
25	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587198	14.734235950587198	0
25	STAT_ONLY	16.233447508593237	16.233447508593247	1.0658141036401503e-14
25	STAT_SYS_DIAGONAL_ONLY	9.1554143706779829	9.1554143706779794	3.5527136788005009e-15
25	STAT_ONLY_DIAGONAL_ONLY	9.937211599987144	9.937211599987144	0
26	PHASE1A_FULL	11.209315063602718	11.209315063602716	1.7763568394002505e-15
26	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587202	14.734235950587198	3.5527136788005009e-15
26	STAT_ONLY	16.23344750859324	16.233447508593247	7.1054273576010019e-15
26	STAT_SYS_DIAGONAL_ONLY	9.1554143706779758	9.1554143706779794	3.5527136788005009e-15
26	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871493	9.937211599987144	5.3290705182007514e-15
27	PHASE1A_FULL	11.209315063602718	11.209315063602716	1.7763568394002505e-15
27	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587207	14.734235950587198	8.8817841970012523e-15
27	STAT_ONLY	16.233447508593244	16.233447508593247	3.5527136788005009e-15
27	STAT_SYS_DIAGONAL_ONLY	9.1554143706779776	9.1554143706779794	1.7763568394002505e-15
27	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871458	9.937211599987144	1.7763568394002505e-15
28	PHASE1A_FULL	11.209315063602716	11.209315063602716	0
28	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587198	14.734235950587198	0
28	STAT_ONLY	16.233447508593244	16.233447508593247	3.5527136788005009e-15
28	STAT_SYS_DIAGONAL_ONLY	9.1554143706779811	9.1554143706779794	1.7763568394002505e-15
28	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871404	9.937211599987144	3.5527136788005009e-15
29	PHASE1A_FULL	11.209315063602714	11.209315063602716	1.7763568394002505e-15
29	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587198	14.734235950587198	0
29	STAT_ONLY	16.23344750859324	16.233447508593247	7.1054273576010019e-15
29	STAT_SYS_DIAGONAL_ONLY	9.1554143706779794	9.1554143706779794	0
29	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871422	9.937211599987144	1.7763568394002505e-15
30	PHASE1A_FULL	11.209315063602711	11.209315063602716	5.3290705182007514e-15
30	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587198	14.734235950587198	0
30	STAT_ONLY	16.233447508593244	16.233447508593247	3.5527136788005009e-15
30	STAT_SYS_DIAGONAL_ONLY	9.1554143706779794	9.1554143706779794	0
30	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871475	9.937211599987144	3.5527136788005009e-15
31	PHASE1A_FULL	11.209315063602718	11.209315063602716	1.7763568394002505e-15
31	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587205	14.734235950587198	7.1054273576010019e-15
31	STAT_ONLY	16.233447508593244	16.233447508593247	3.5527136788005009e-15
31	STAT_SYS_DIAGONAL_ONLY	9.1554143706779794	9.1554143706779794	0
31	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871422	9.937211599987144	1.7763568394002505e-15
32	PHASE1A_FULL	11.209315063602721	11.209315063602716	5.3290705182007514e-15
32	STAT_SYS_NO_ROWWISE_VELOCITY	14.734235950587202	14.734235950587198	3.5527136788005009e-15
32	STAT_ONLY	16.233447508593244	16.233447508593247	3.5527136788005009e-15
32	STAT_SYS_DIAGONAL_ONLY	9.1554143706779776	9.1554143706779794	1.7763568394002505e-15
32	STAT_ONLY_DIAGONAL_ONLY	9.9372115999871458	9.937211599987144	1.7763568394002505e-15
