h0dn_row_1based	name	h0dn_m_b	h0dn_err_m_b	h0dn_zhel	h0dn_zcmb	catalog_only_classification	catalog_candidate_count	catalog_candidate_official_rows_1based	covariance_diagonal_used_for_mapping	final_dependency_classification	candidate_count	candidate_official_rows_1based	match_status	official_row_1based	official_CID	IDSURVEY	survey_label	official_m_b_corr	official_m_b_corr_err_DIAG	official_STAT_SYS_diagonal_sqrt	official_zHEL	official_zCMB	delta_m_b	delta_err_m_b	delta_err_m_b_role	delta_zhel	delta_zcmb
22	2009D	15.696	0.1206	0.025100000000000001	0.024760000000000001	CATALOG_ONLY_UNIQUE	1	370	NO	CATALOG_ONLY_UNIQUE	1	370	UNIQUE_MATCH	370	2009D	65	CFA4p2	15.696300000000001	0.16872500000000001	0.12059846599356062	0.025100000000000001	0.024760000000000001	0.00030000000000107718	1.5340064393742914e-06	POST_MAPPING_DIAGNOSTIC	0	0
28	2007cq	15.584	0.14588999999999999	0.026040000000000001	0.024809999999999999	CATALOG_ONLY_UNIQUE	1	381	NO	CATALOG_ONLY_UNIQUE	1	381	UNIQUE_MATCH	381	2007cq	56	SOUSA	15.5839	0.28677399999999997	0.14589410543267331	0.026040000000000001	0.024809999999999999	9.9999999999766942e-05	4.1054326733180879e-06	POST_MAPPING_DIAGNOSTIC	0	0
29	2007cq	15.595000000000001	0.12675	0.026040000000000001	0.024809999999999999	CATALOG_ONLY_UNIQUE	1	382	NO	CATALOG_ONLY_UNIQUE	1	382	UNIQUE_MATCH	382	2007cq	64	CFA3K	15.5952	0.17990300000000001	0.12674632144563408	0.026040000000000001	0.024809999999999999	0.00019999999999953388	3.6785543659212383e-06	POST_MAPPING_DIAGNOSTIC	0	0
31	2007cq	15.756	0.12841	0.026040000000000001	0.024809999999999999	CATALOG_ONLY_UNIQUE	1	384	NO	CATALOG_ONLY_UNIQUE	1	384	UNIQUE_MATCH	384	2007cq	57	LOSS2	15.756	0.174816	0.12841012421144993	0.026040000000000001	0.024809999999999999	0	1.2421144993113309e-07	POST_MAPPING_DIAGNOSTIC	0	0
40	2005M	16.039999999999999	0.12681000000000001	0.024840000000000001	0.025839999999999998	CATALOG_ONLY_UNIQUE	1	402	NO	CATALOG_ONLY_UNIQUE	1	402	UNIQUE_MATCH	402	2005M	57	LOSS2	16.040099999999999	0.17750299999999999	0.1268136033712472	0.024840000000000001	0.025839999999999998	9.9999999999766942e-05	3.6033712471905677e-06	POST_MAPPING_DIAGNOSTIC	0	0
41	2005M	15.855	0.1414	0.024840000000000001	0.025839999999999998	CATALOG_ONLY_UNIQUE	1	403	NO	CATALOG_ONLY_UNIQUE	1	403	UNIQUE_MATCH	403	2005M	5	CSP	15.8551	0.19639499999999999	0.14139787834334716	0.024840000000000001	0.025839999999999998	9.9999999999766942e-05	2.121656652837034e-06	POST_MAPPING_DIAGNOSTIC	0	0
42	2005M	15.582000000000001	0.24867	0.024840000000000001	0.025839999999999998	CATALOG_ONLY_UNIQUE	1	404	NO	CATALOG_ONLY_UNIQUE	1	404	UNIQUE_MATCH	404	2005M	64	CFA3K	15.582000000000001	0.34726600000000002	0.24866837354195245	0.024840000000000001	0.025839999999999998	0	1.6264580475489065e-06	POST_MAPPING_DIAGNOSTIC	0	0
45	1999gp	16.015999999999998	0.14524000000000001	0.026749999999999999	0.026030000000000001	CATALOG_ONLY_UNIQUE	1	410	NO	CATALOG_ONLY_UNIQUE	1	410	UNIQUE_MATCH	410	1999gp	62	CFA2	16.015799999999999	0.18137400000000001	0.14524269344789775	0.026749999999999999	0.026030000000000001	0.00019999999999953388	2.6934478977447274e-06	POST_MAPPING_DIAGNOSTIC	0	0
46	1999gp	16.036000000000001	0.12969	0.026749999999999999	0.026030000000000001	CATALOG_ONLY_UNIQUE	1	411	NO	CATALOG_ONLY_UNIQUE	1	411	UNIQUE_MATCH	411	1999gp	57	LOSS2	16.036200000000001	0.20410500000000001	0.12968592830372924	0.026749999999999999	0.026030000000000001	0.00019999999999953388	4.0716962707576521e-06	POST_MAPPING_DIAGNOSTIC	0	0
50	2007co	16.091000000000001	0.16392000000000001	0.026960000000000001	0.026550000000000001	CATALOG_ONLY_UNIQUE	1	417	NO	CATALOG_ONLY_UNIQUE	1	417	UNIQUE_MATCH	417	2007co	57	LOSS2	16.090699999999998	0.22920399999999999	0.16392266469283617	0.026960000000000001	0.026550000000000001	0.00030000000000285354	2.6646928361628852e-06	POST_MAPPING_DIAGNOSTIC	0	0
51	2007co	15.859	0.24907000000000001	0.026960000000000001	0.026550000000000001	CATALOG_ONLY_UNIQUE	1	418	NO	CATALOG_ONLY_UNIQUE	1	418	UNIQUE_MATCH	418	2007co	56	SOUSA	15.8588	0.34553800000000001	0.24907105411910072	0.026960000000000001	0.026550000000000001	0.00019999999999953388	1.0541191007018558e-06	POST_MAPPING_DIAGNOSTIC	0	0
52	2007co	15.974	0.18583	0.026960000000000001	0.026550000000000001	CATALOG_ONLY_UNIQUE	1	419	NO	CATALOG_ONLY_UNIQUE	1	419	UNIQUE_MATCH	419	2007co	64	CFA3K	15.974	0.26024799999999998	0.1858288459846856	0.026960000000000001	0.026550000000000001	0	1.1540153143918541e-06	POST_MAPPING_DIAGNOSTIC	0	0
54	2005na	15.859999999999999	0.12046999999999999	0.02665	0.02717	CATALOG_ONLY_UNIQUE	1	423	NO	CATALOG_ONLY_UNIQUE	1	423	UNIQUE_MATCH	423	2005na	5	CSP	15.859999999999999	0.170601	0.12046572126542887	0.02665	0.02717	0	4.2787345711225999e-06	POST_MAPPING_DIAGNOSTIC	0	0
55	2005na	15.901	0.12683	0.02665	0.02717	CATALOG_ONLY_UNIQUE	1	424	NO	CATALOG_ONLY_UNIQUE	1	424	UNIQUE_MATCH	424	2005na	64	CFA3K	15.9008	0.184895	0.12683000433651337	0.02665	0.02717	0.00019999999999953388	4.3365133706174674e-09	POST_MAPPING_DIAGNOSTIC	0	0
56	2005na	15.859	0.13264999999999999	0.02665	0.02717	CATALOG_ONLY_UNIQUE	1	425	NO	CATALOG_ONLY_UNIQUE	1	425	UNIQUE_MATCH	425	2005na	57	LOSS2	15.858700000000001	0.16814100000000001	0.13265300599684879	0.02665	0.02717	0.00029999999999930083	3.0059968487983202e-06	POST_MAPPING_DIAGNOSTIC	0	0
61	2005eq	16.253	0.11466	0.028930000000000001	0.028309999999999998	CATALOG_ONLY_UNIQUE	1	433	NO	CATALOG_ONLY_UNIQUE	1	433	UNIQUE_MATCH	433	2005eq	57	LOSS2	16.2531	0.16084200000000001	0.1146577079833711	0.028930000000000001	0.028309999999999998	9.9999999999766942e-05	2.2920166288936672e-06	POST_MAPPING_DIAGNOSTIC	0	0
62	2005eq	16.303000000000001	0.11351	0.028930000000000001	0.028309999999999998	CATALOG_ONLY_UNIQUE	1	434	NO	CATALOG_ONLY_UNIQUE	1	434	UNIQUE_MATCH	434	2005eq	5	CSP	16.3033	0.15792600000000001	0.11351044004848188	0.028930000000000001	0.028309999999999998	0.00029999999999930083	4.4004848187562118e-07	POST_MAPPING_DIAGNOSTIC	0	0
63	2005eq	16.305	0.11312999999999999	0.028930000000000001	0.028309999999999998	CATALOG_ONLY_UNIQUE	1	435	NO	CATALOG_ONLY_UNIQUE	1	435	UNIQUE_MATCH	435	2005eq	64	CFA3K	16.305	0.15870500000000001	0.11313474267438806	0.028930000000000001	0.028309999999999998	0	4.7426743880613076e-06	POST_MAPPING_DIAGNOSTIC	0	0
64	2009ad	16.119	0.11318	0.028400000000000002	0.028340000000000001	CATALOG_ONLY_UNIQUE	1	437	NO	CATALOG_ONLY_UNIQUE	1	437	UNIQUE_MATCH	437	2009ad	65	CFA4p2	16.119	0.15801100000000001	0.11317901748999237	0.028400000000000002	0.028340000000000001	0	9.8251000762994423e-07	POST_MAPPING_DIAGNOSTIC	0	0
65	2009ad	16.088999999999999	0.11487	0.028400000000000002	0.028340000000000001	CATALOG_ONLY_UNIQUE	1	438	NO	CATALOG_ONLY_UNIQUE	1	438	UNIQUE_MATCH	438	2009ad	5	CSP	16.089099999999998	0.15418000000000001	0.11486992643855919	0.028400000000000002	0.028340000000000001	9.9999999999766942e-05	7.3561440813718626e-08	POST_MAPPING_DIAGNOSTIC	0	0
66	2008ar	16.184000000000001	0.13113	0.026169999999999999	0.027320000000000001	CATALOG_ONLY_UNIQUE	1	440	NO	CATALOG_ONLY_UNIQUE	1	440	UNIQUE_MATCH	440	2008ar	57	LOSS2	16.183800000000002	0.178289	0.13112722829374532	0.026169999999999999	0.027320000000000001	0.00019999999999953388	2.7717062546783744e-06	POST_MAPPING_DIAGNOSTIC	0	0
67	2008ar	16.038	0.13047	0.026169999999999999	0.027320000000000001	CATALOG_ONLY_UNIQUE	1	441	NO	CATALOG_ONLY_UNIQUE	1	441	UNIQUE_MATCH	441	2008ar	5	CSP	16.0383	0.17618600000000001	0.13047195100863632	0.026169999999999999	0.027320000000000001	0.00029999999999930083	1.9510086363139223e-06	POST_MAPPING_DIAGNOSTIC	0	0
68	2008ar	16.106000000000002	0.13083	0.026169999999999999	0.027320000000000001	CATALOG_ONLY_UNIQUE	1	442	NO	CATALOG_ONLY_UNIQUE	1	442	UNIQUE_MATCH	442	2008ar	65	CFA4p2	16.106000000000002	0.17820900000000001	0.13083386411781928	0.026169999999999999	0.027320000000000001	0	3.8641178192744263e-06	POST_MAPPING_DIAGNOSTIC	0	0
81	2004ef	16.266999999999999	0.14021	0.031009999999999999	0.029780000000000001	CATALOG_ONLY_UNIQUE	1	469	NO	CATALOG_ONLY_UNIQUE	1	469	UNIQUE_MATCH	469	2004ef	57	LOSS2	16.266500000000001	0.19422	0.14020695417845722	0.031009999999999999	0.029780000000000001	0.00049999999999883471	3.0458215427853208e-06	POST_MAPPING_DIAGNOSTIC	0	0
82	2004ef	16.231000000000002	0.14419000000000001	0.031009999999999999	0.029780000000000001	CATALOG_ONLY_UNIQUE	1	470	NO	CATALOG_ONLY_UNIQUE	1	470	UNIQUE_MATCH	470	2004ef	5	CSP	16.230799999999999	0.197459	0.14419410528866983	0.031009999999999999	0.029780000000000001	0.0002000000000030866	4.1052886698145219e-06	POST_MAPPING_DIAGNOSTIC	0	0
83	2004ef	16.222999999999999	0.16769999999999999	0.031009999999999999	0.029780000000000001	CATALOG_ONLY_UNIQUE	1	471	NO	CATALOG_ONLY_UNIQUE	1	471	UNIQUE_MATCH	471	2004ef	64	CFA3K	16.223099999999999	0.23192199999999999	0.16770107334182449	0.031009999999999999	0.029780000000000001	9.9999999999766942e-05	1.0733418245034709e-06	POST_MAPPING_DIAGNOSTIC	0	0
87	2008gg	16.417000000000002	0.16774	0.032030000000000003	0.03107	CATALOG_ONLY_UNIQUE	1	487	NO	CATALOG_ONLY_UNIQUE	1	487	UNIQUE_MATCH	487	2008gg	51	LOSS1	16.417000000000002	0.235291	0.16773991772979979	0.032030000000000003	0.03107	0	8.2270200207901212e-08	POST_MAPPING_DIAGNOSTIC	0	0
88	2008gg	16.288	0.13192999999999999	0.032030000000000003	0.03107	CATALOG_ONLY_UNIQUE	1	488	NO	CATALOG_ONLY_UNIQUE	1	488	UNIQUE_MATCH	488	2008gg	5	CSP	16.2879	0.18291399999999999	0.13192664628497155	0.032030000000000003	0.03107	9.9999999999766942e-05	3.3537150284368433e-06	POST_MAPPING_DIAGNOSTIC	0	0
90	2007bd	16.242999999999999	0.12418	0.030439999999999998	0.03141	CATALOG_ONLY_UNIQUE	1	492	NO	CATALOG_ONLY_UNIQUE	1	492	UNIQUE_MATCH	492	2007bd	51	LOSS1	16.242699999999999	0.17387	0.12417656783789767	0.030439999999999998	0.03141	0.00029999999999930083	3.432162102329217e-06	POST_MAPPING_DIAGNOSTIC	0	0
91	2007bd	16.326000000000001	0.10657	0.030439999999999998	0.03141	CATALOG_ONLY_UNIQUE	1	493	NO	CATALOG_ONLY_UNIQUE	1	493	UNIQUE_MATCH	493	2007bd	5	CSP	16.3263	0.146208	0.10656791261913691	0.030439999999999998	0.03141	0.00029999999999930083	2.0873808630889057e-06	POST_MAPPING_DIAGNOSTIC	0	0
92	2007bd	16.231000000000002	0.10851	0.030439999999999998	0.03141	CATALOG_ONLY_UNIQUE	1	494	NO	CATALOG_ONLY_UNIQUE	1	494	UNIQUE_MATCH	494	2007bd	64	CFA3K	16.231100000000001	0.15141399999999999	0.10851230344988534	0.030439999999999998	0.03141	9.9999999999766942e-05	2.3034498853463647e-06	POST_MAPPING_DIAGNOSTIC	0	0
97	2006en	16.393999999999998	0.13877	0.031980000000000001	0.030810000000000001	CATALOG_ONLY_UNIQUE	1	504	NO	CATALOG_ONLY_UNIQUE	1	504	UNIQUE_MATCH	504	2006en	57	LOSS2	16.394400000000001	0.192354	0.13877261977782215	0.031980000000000001	0.030810000000000001	0.00040000000000262048	2.6197778221492829e-06	POST_MAPPING_DIAGNOSTIC	0	0
98	2006en	16.431999999999999	0.13427	0.031980000000000001	0.030810000000000001	CATALOG_ONLY_UNIQUE	1	505	NO	CATALOG_ONLY_UNIQUE	1	505	UNIQUE_MATCH	505	2006en	64	CFA3K	16.431699999999999	0.18612799999999999	0.13426987748560731	0.031980000000000001	0.030810000000000001	0.00029999999999930083	1.2251439268640141e-07	POST_MAPPING_DIAGNOSTIC	0	0
109	2004as	16.478999999999999	0.15881999999999999	0.031390000000000001	0.032500000000000001	CATALOG_ONLY_UNIQUE	1	523	NO	CATALOG_ONLY_UNIQUE	1	523	UNIQUE_MATCH	523	2004as	57	LOSS2	16.479399999999998	0.218528	0.15882266840725223	0.031390000000000001	0.032500000000000001	0.00039999999999906777	2.6684072522431546e-06	POST_MAPPING_DIAGNOSTIC	0	0
110	2004as	16.638000000000002	0.16206999999999999	0.031390000000000001	0.032500000000000001	CATALOG_ONLY_UNIQUE	1	524	NO	CATALOG_ONLY_UNIQUE	1	524	UNIQUE_MATCH	524	2004as	63	CFA3S	16.637699999999999	0.22412000000000001	0.16207057104854047	0.031390000000000001	0.032500000000000001	0.00030000000000285354	5.7104854048195541e-07	POST_MAPPING_DIAGNOSTIC	0	0
113	2005iq	16.611999999999998	0.104	0.034040000000000001	0.032919999999999998	CATALOG_ONLY_UNIQUE	1	529	NO	CATALOG_ONLY_UNIQUE	1	529	UNIQUE_MATCH	529	2005iq	64	CFA3K	16.611699999999999	0.14855299999999999	0.10399692303140512	0.034040000000000001	0.032919999999999998	0.00029999999999930083	3.0769685948756065e-06	POST_MAPPING_DIAGNOSTIC	0	0
114	2005iq	16.599	0.10705000000000001	0.034040000000000001	0.032919999999999998	CATALOG_ONLY_UNIQUE	1	530	NO	CATALOG_ONLY_UNIQUE	1	530	UNIQUE_MATCH	530	2005iq	5	CSP	16.598600000000001	0.14105799999999999	0.10704643852085879	0.034040000000000001	0.032919999999999998	0.00039999999999906777	3.5614791412119651e-06	POST_MAPPING_DIAGNOSTIC	0	0
120	2006gr	16.666	0.14951999999999999	0.034669999999999999	0.033520000000000001	CATALOG_ONLY_UNIQUE	1	537	NO	CATALOG_ONLY_UNIQUE	1	537	UNIQUE_MATCH	537	2006gr	57	LOSS2	16.665800000000001	0.205651	0.14951568479594374	0.034669999999999999	0.033520000000000001	0.00019999999999953388	4.3152040562488558e-06	POST_MAPPING_DIAGNOSTIC	0	0
121	2006gr	16.684999999999999	0.15265999999999999	0.034669999999999999	0.033520000000000001	CATALOG_ONLY_UNIQUE	1	538	NO	CATALOG_ONLY_UNIQUE	1	538	UNIQUE_MATCH	538	2006gr	64	CFA3K	16.684799999999999	0.20958399999999999	0.15265749244632573	0.034669999999999999	0.033520000000000001	0.00019999999999953388	2.507553674258034e-06	POST_MAPPING_DIAGNOSTIC	0	0
135	2008hj	16.675000000000001	0.11063000000000001	0.037609999999999998	0.036429999999999997	CATALOG_ONLY_UNIQUE	1	561	NO	CATALOG_ONLY_UNIQUE	1	561	UNIQUE_MATCH	561	2008hj	5	CSP	16.6752	0.154255	0.11062657908477509	0.037609999999999998	0.036429999999999997	0.00019999999999953388	3.4209152249137231e-06	POST_MAPPING_DIAGNOSTIC	0	0
136	2008hj	16.631	0.13028000000000001	0.037609999999999998	0.036429999999999997	CATALOG_ONLY_UNIQUE	1	562	NO	CATALOG_ONLY_UNIQUE	1	562	UNIQUE_MATCH	562	2008hj	65	CFA4p2	16.630600000000001	0.18312899999999999	0.1302788931485066	0.037609999999999998	0.036429999999999997	0.00039999999999906777	1.1068514934042817e-06	POST_MAPPING_DIAGNOSTIC	0	0
139	2001eh	16.754000000000001	0.094167000000000001	0.037130000000000003	0.036269999999999997	CATALOG_ONLY_UNIQUE	1	570	NO	CATALOG_ONLY_UNIQUE	1	570	UNIQUE_MATCH	570	2001eh	57	LOSS2	16.753699999999998	0.13249	0.094166501474781353	0.037130000000000003	0.036269999999999997	0.00030000000000285354	4.98525218647905e-07	POST_MAPPING_DIAGNOSTIC	0	0
140	2001eh	16.739999999999998	0.10428	0.037130000000000003	0.036269999999999997	CATALOG_ONLY_UNIQUE	1	571	NO	CATALOG_ONLY_UNIQUE	1	571	UNIQUE_MATCH	571	2001eh	63	CFA3S	16.739699999999999	0.14671100000000001	0.10427732255864647	0.037130000000000003	0.036269999999999997	0.00029999999999930083	2.6774413535296526e-06	POST_MAPPING_DIAGNOSTIC	0	0
144	2007jg	17.079999999999998	0.12526999999999999	0.037069999999999999	0.036519999999999997	CATALOG_ONLY_UNIQUE	1	575	NO	CATALOG_ONLY_UNIQUE	1	575	UNIQUE_MATCH	575	2007jg	51	LOSS1	17.080300000000001	0.16910600000000001	0.1252673540871683	0.037069999999999999	0.036519999999999997	0.00030000000000285354	2.6459128316946856e-06	POST_MAPPING_DIAGNOSTIC	0	0
145	2007jg	16.965	0.12576000000000001	0.037069999999999999	0.036519999999999997	CATALOG_ONLY_UNIQUE	1	576	NO	CATALOG_ONLY_UNIQUE	1	576	UNIQUE_MATCH	576	2007jg	5	CSP	16.965499999999999	0.16920099999999999	0.1257561926904596	0.037069999999999999	0.036519999999999997	0.00049999999999883471	3.8073095404156376e-06	POST_MAPPING_DIAGNOSTIC	0	0
147	2007O	16.640999999999998	0.10682999999999999	0.036940000000000001	0.037319999999999999	CATALOG_ONLY_UNIQUE	1	580	NO	CATALOG_ONLY_UNIQUE	1	580	UNIQUE_MATCH	580	2007O	57	LOSS2	16.640799999999999	0.14930199999999999	0.10683014555826459	0.036940000000000001	0.037319999999999999	0.00019999999999953388	1.4555826459428101e-07	POST_MAPPING_DIAGNOSTIC	0	0
148	2007O	16.609000000000002	0.10764	0.036940000000000001	0.037319999999999999	CATALOG_ONLY_UNIQUE	1	581	NO	CATALOG_ONLY_UNIQUE	1	581	UNIQUE_MATCH	581	2007O	64	CFA3K	16.608699999999999	0.15029699999999999	0.10763507792536781	0.036940000000000001	0.037319999999999999	0.00030000000000285354	4.9220746321937403e-06	POST_MAPPING_DIAGNOSTIC	0	0
155	2003fa	16.763999999999999	0.10542	0.040390000000000002	0.040149999999999998	CATALOG_ONLY_UNIQUE	1	593	NO	CATALOG_ONLY_UNIQUE	1	593	UNIQUE_MATCH	593	2003fa	57	LOSS2	16.7637	0.14091000000000001	0.10541968506877641	0.040390000000000002	0.040149999999999998	0.00029999999999930083	3.1493122358561276e-07	POST_MAPPING_DIAGNOSTIC	0	0
156	2003fa	16.829000000000001	0.10578	0.040390000000000002	0.040149999999999998	CATALOG_ONLY_UNIQUE	1	594	NO	CATALOG_ONLY_UNIQUE	1	594	UNIQUE_MATCH	594	2003fa	63	CFA3S	16.828800000000001	0.14244399999999999	0.10577858951602635	0.040390000000000002	0.040149999999999998	0.00019999999999953388	1.4104839736461816e-06	POST_MAPPING_DIAGNOSTIC	0	0
163	2007kk	16.998999999999999	0.13611999999999999	0.041770000000000002	0.041300000000000003	CATALOG_ONLY_UNIQUE	1	605	NO	CATALOG_ONLY_UNIQUE	1	605	UNIQUE_MATCH	605	2007kk	51	LOSS1	16.999099999999999	0.17344999999999999	0.13611935938726719	0.041770000000000002	0.041300000000000003	9.9999999999766942e-05	6.4061273280513475e-07	POST_MAPPING_DIAGNOSTIC	0	0
164	2007kk	16.954000000000001	0.1303	0.041770000000000002	0.041300000000000003	CATALOG_ONLY_UNIQUE	1	606	NO	CATALOG_ONLY_UNIQUE	1	606	UNIQUE_MATCH	606	2007kk	65	CFA4p2	16.9541	0.16431200000000001	0.13030099769380124	0.041770000000000002	0.041300000000000003	9.9999999999766942e-05	9.9769380124126172e-07	POST_MAPPING_DIAGNOSTIC	0	0
172	2005hc	17.210000000000001	0.10761	0.045920000000000002	0.04496	CATALOG_ONLY_UNIQUE	1	621	NO	CATALOG_ONLY_UNIQUE	1	621	UNIQUE_MATCH	621	2005hc	64	CFA3K	17.2104	0.17141899999999999	0.10761129122912708	0.045920000000000002	0.04496	0.00039999999999906777	1.2912291270789078e-06	POST_MAPPING_DIAGNOSTIC	0	0
173	2005hc	17.260999999999999	0.12280000000000001	0.045920000000000002	0.04496	CATALOG_ONLY_UNIQUE	1	622	NO	CATALOG_ONLY_UNIQUE	1	622	UNIQUE_MATCH	622	2005hc	5	CSP	17.260899999999999	0.14951500000000001	0.12280146578929749	0.045920000000000002	0.04496	9.9999999999766942e-05	1.4657892974806463e-06	POST_MAPPING_DIAGNOSTIC	0	0
177	2008cf	17.225999999999999	0.10793	0.046030000000000001	0.046920000000000003	CATALOG_ONLY_UNIQUE	1	630	NO	CATALOG_ONLY_UNIQUE	1	630	UNIQUE_MATCH	630	2008cf	5	CSP	17.2256	0.14571700000000001	0.10793044056242891	0.046030000000000001	0.046920000000000003	0.00039999999999906777	4.4056242891332698e-07	POST_MAPPING_DIAGNOSTIC	0	0
178	2008cf	17.233000000000001	0.13277	0.046030000000000001	0.046920000000000003	CATALOG_ONLY_UNIQUE	1	631	NO	CATALOG_ONLY_UNIQUE	1	631	UNIQUE_MATCH	631	2008cf	65	CFA4p2	17.232700000000001	0.180924	0.13277458341113332	0.046030000000000001	0.046920000000000003	0.00029999999999930083	4.5834111333242777e-06	POST_MAPPING_DIAGNOSTIC	0	0
204	2008bz	17.91	0.090261999999999995	0.060150000000000002	0.0613	CATALOG_ONLY_UNIQUE	1	680	NO	CATALOG_ONLY_UNIQUE	1	680	UNIQUE_MATCH	680	2008bz	5	CSP	17.9101	0.120944	0.090261730539581392	0.060150000000000002	0.0613	9.9999999999766942e-05	2.694604186032068e-07	POST_MAPPING_DIAGNOSTIC	0	0
205	2008bz	17.939	0.11496000000000001	0.060150000000000002	0.0613	CATALOG_ONLY_UNIQUE	1	681	NO	CATALOG_ONLY_UNIQUE	1	681	UNIQUE_MATCH	681	2008bz	65	CFA4p2	17.939499999999999	0.15828300000000001	0.11496151529968626	0.060150000000000002	0.0613	0.00049999999999883471	1.5152996862555224e-06	POST_MAPPING_DIAGNOSTIC	0	0
213	2008Y	18.042999999999999	0.161	0.069650000000000004	0.070279999999999995	CATALOG_ONLY_UNIQUE	1	699	NO	CATALOG_ONLY_UNIQUE	1	699	UNIQUE_MATCH	699	2008Y	51	LOSS1	18.043099999999999	0.225296	0.16099798135380455	0.069650000000000004	0.070279999999999995	9.9999999999766942e-05	2.0186461954507795e-06	POST_MAPPING_DIAGNOSTIC	0	0
