SOURCE	MATERIALIZED_PATH	EXPECTED_BYTES	EXPECTED_SHA256	OBSERVED_BYTES	OBSERVED_SHA256	STATUS
ORIGINAL	LCDM/S1920lite_MPP_ACTDR6lite_actdr6lens_No_OLE/CLASS.2.txt	1784133	7ab5309342b58b259b3a4745aa4c047e7b703a122c61af1b3914245d88b6648e			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_ACTDR6lite_actdr6lens_No_OLE/CLASS.3.txt	1744353	74a27689779a00bd98bef6d2bc13e6c1e40122322ac9ecf795bdf80a7101aa18			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_ACTDR6lite_actdr6lens_No_OLE/CLASS.4.txt	1817946	011222839c619724f75497093ae2231d9589e7ebd2c00adf1a24abb61fdeb11e			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_ACTDR6lite_actdr6lens_No_OLE/CLASS.5.txt	1804686	d0bb93436991cfef23f0794d218903675961c65fac6e8acf50080241da40be1d			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_ACTDR6lite_actdr6lens_No_OLE/CLASS.6.txt	1808001	89519a389aa2e116e3d92c6849b5ecb95aea373d38abcd286fdfbf3055334443			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_ACTDR6lite_actdr6lens_No_OLE/CLASS.7.txt	1761591	ad60ff1e59686c8894a67126dadebc9f1ac3b07f49345a934bd53c3c08990fb8			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_ACTDR6lite_actdr6lens_No_OLE/CLASS.8.txt	1837173	6223ac9ccf2915bb25d3705165ea29a3f502465a62d35143f136ce0adcbbe30b			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_ACTDR6lite_actdr6lens_No_OLE/CLASS.input.yaml	5987	1271059344c353bacec968420e73b312250e7463025d7b0509e1c5dbec9b7ef9			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_ACTDR6lite_actdr6lens_No_OLE/CLASS.updated.yaml	8408	51f03023c8ab09132caed778229a6d763d4c4f90b97f1402dc700108f8bc0f94			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_ACTDR6lite_actdr6lens_No_OLE/CLASS_mean.txt	763	fca7b3ba542e9d9f80d3432814339723bb3f77ee2205982575602b522eecc382			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_No_OLE/CLASS.1.txt	37419084	287c11bde832ff0518c30b7fb3ffe4e01ef18da6313d07fcc0177860ca8676d3			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_No_OLE/CLASS.2.txt	35215560	7279a3f56c3083fa27737b7301ac7a6f3e0bb6c3e2c0eb4cc1b1a409499c3f9d			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_No_OLE/CLASS.3.txt	37045836	ed2388981988349b791b664d6307566703da364218862c92c40e6879cbed93f2			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_No_OLE/CLASS.4.txt	37074996	a5da5995d1190154895a150fe4f5dc26f2f3d4e928bab93545f67fd38f198ea9			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_No_OLE/CLASS.5.txt	35421624	03e2cc6277162dfda9a2ab496b5d3a11dde4d63b4799984e5aaa7e5c5598de6c			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_No_OLE/CLASS.6.txt	37276200	57383eaf8aa8c7d92fffdb1a0b76a7475c5e96d3d3d7010c796b76fe3177b82c			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_No_OLE/CLASS.input.yaml	10099	6cb419ff7dc05ffeaed280484b5cd02abf0666acd464c72a44c1c8a33b5ec6da			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_No_OLE/CLASS.updated.yaml	13538	c472076497b6c934efbd6029383dcb9c54ad9f3ca1943f2e9781c263693085ba			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_No_OLE/CLASS_mean.txt	1141	410b8127790f7d8b2bbaf615073b4a16e9dbc6b3a944a7f8a643724b9ee20acb			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_ACTDR6lite_actdr6lens_No_OLE/CLASS.1.txt	29989234	3c312dc82ad8e8141a1669f1e8117f0d92e661562b40909e7909cd3c26c8ab63			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_ACTDR6lite_actdr6lens_No_OLE/CLASS.2.txt	29903052	a8ea89efd63a7a214de0cdd1e950576abed39c2ab987c95f72eebc6279a9e6e7			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_ACTDR6lite_actdr6lens_No_OLE/CLASS.3.txt	29874675	2b36cd615da67e0d5605d64125ae56841178ef9283ff440d59d67995a25672d6			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_ACTDR6lite_actdr6lens_No_OLE/CLASS.4.txt	29723331	f0041b0498bb1b339be0be26a9223c919cd7fe78a1f564335768c5ccc2a83f7d			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_ACTDR6lite_actdr6lens_No_OLE/CLASS.5.txt	29953500	09a6f39cc8eeb4570ac289515ee9a45cb877e67eadf6428c098f0bb8cf557582			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_ACTDR6lite_actdr6lens_No_OLE/CLASS.6.txt	29861012	c74ebeeb012720d45dd448d76d3a7594df5c1f00ed0d0a608cac71a326d75db3			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_ACTDR6lite_actdr6lens_No_OLE/CLASS.7.txt	29631894	dc50bfb09461457b71f3a27eb3bf027654daacdc1fb6d049bb5ee77d93b88a3c			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_ACTDR6lite_actdr6lens_No_OLE/CLASS.8.txt	29612976	c23acb0d6994f95842ac1a77f329b9c9e7f8c60b31549d4ccff6b08322b41622			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_ACTDR6lite_actdr6lens_No_OLE/CLASS.input.yaml	11301	5b22895168618bc3f344ca7d0ee30c74a0b35a50bf26c9bfea5ece4fbb06c4e0			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_ACTDR6lite_actdr6lens_No_OLE/CLASS.updated.yaml	15710	fb6d9501146bbb2d79b56dfe89f307ce2371fae068a023e0541e76c582f9c0ed			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
ORIGINAL	LCDM/S1920lite_MPP_PlkPR4lens_ACTDR6lite_actdr6lens_No_OLE/CLASS_mean.txt	1217	c0bd72acb6fa5f010af5339c2d4df37c0979ee50d0cfaa22867bf86c5f9ac641			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
FIXED	LCDM/S1920lite_MPP_PACT_PR4lens_actdr6lens_No_OLE/CLASS.1.txt	1577772	2c108a657bb39ad4c95583abe450b142ea5136a156deb504ba5f10a50d5ef551			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
FIXED	LCDM/S1920lite_MPP_PACT_PR4lens_actdr6lens_No_OLE/CLASS.2.txt	1541484	57ff479a3343b68d3f0fb7449b02b85999a832f87e80267eadadeae9094f531e			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
FIXED	LCDM/S1920lite_MPP_PACT_PR4lens_actdr6lens_No_OLE/CLASS.3.txt	1588356	f982f875e6ca3cbe67f6a6e5cfd16b72ee0f855c3e75f0a12db457489d03c644			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
FIXED	LCDM/S1920lite_MPP_PACT_PR4lens_actdr6lens_No_OLE/CLASS.4.txt	1506708	d4dd72ec224f96cd9a7914f0be906e5157c63457d51f3ccdd7a4b4481a4b05d5			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
FIXED	LCDM/S1920lite_MPP_PACT_PR4lens_actdr6lens_No_OLE/CLASS.5.txt	1625400	72675645c0ac2440613dc7344bc403c5bde1022a74dfb322082b559031cbca3d			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
FIXED	LCDM/S1920lite_MPP_PACT_PR4lens_actdr6lens_No_OLE/CLASS.6.txt	1540728	110b1f939c3f9056549a7f9674de3a166829cc6ef654750af7005087fe3fa68f			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
FIXED	LCDM/S1920lite_MPP_PACT_PR4lens_actdr6lens_No_OLE/CLASS.7.txt	1556604	202ce152d7c57b678e10ba23ea5e169ebcd88f9ac5f6b6fa12bf7fb9ebf83910			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
FIXED	LCDM/S1920lite_MPP_PACT_PR4lens_actdr6lens_No_OLE/CLASS.8.txt	1575504	0dc7c2f66c2d3ef70d3c64581b53353ad659c54464d8eef1e44600eb83096664			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
FIXED	LCDM/S1920lite_MPP_PACT_PR4lens_actdr6lens_No_OLE/CLASS.input.yaml	6248	b478cca312415efe7a3079ba29e23c7858c83ce2f8235f826253609174730465			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
FIXED	LCDM/S1920lite_MPP_PACT_PR4lens_actdr6lens_No_OLE/CLASS.updated.yaml	9123	cb6c0582194365d7bcf880a0c8e226758f617f6a9c5203b6bda04b22ff9ede09			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
FIXED	LCDM/S1920lite_MPP_PACT_PR4lens_actdr6lens_No_OLE/CLASS_mean.txt	839	8f98bfca392a91578c67023202fafc11f29ebe605968e8181695338bd8b14a43			NOT_RUN_OFFICIAL_ARCHIVE_FETCH_UNAVAILABLE
